Date,Seoul / Temperature,Seoul / Precipitation,Seoul / Wind Speed,Seoul / Humidity,Seoul / Local Pressure,Seoul / Surface pressure,Seoul / Sunshine,Seoul / Solar radiation,Daegu / Temperature,Daegu / Precipitation,Daegu / Wind Speed,Daegu / Humidity,Daegu / Local Pressure,Daegu / Surface pressure,Daegu / Sunshine,Daegu / Solar radiation,Busan / Temperature,Busan / Precipitation,Busan / Wind Speed,Busan / Humidity,Busan / Local Pressure,Busan / Surface pressure,Busan / Sunshine,Busan / Solar radiation,Geoje / Temperature,Geoje / Precipitation,Geoje / Wind Speed,Geoje / Humidity,Geoje / Local Pressure,Geoje / Surface pressure,Geoje / Sunshine
2003-08-07 9:00,21.4,,2.2,88,994.8,1004.6,0,0.02,21.9,5,2.1,92,1000,1006.5,0,0.13,22.8,4.5,3.3,95,998,1005.9,0,0,22.6,22,2,84,1001.9,1007,0
2003-08-07 10:00,22,,2.6,82,,,0,0.39,22.1,1.5,2.9,88,,,0,0.1,20.7,18.5,8.5,92,,,0,0,20.7,30,0.2,87,,,0
2003-08-07 11:00,22.6,,2.3,77,,,0,0.53,22.3,1,0.9,88,,,0,0.31,19.8,7,4.2,90,,,0,0,20,13,1.7,83,,,0
2003-08-07 12:00,23.1,,1.8,74,994.5,1004.2,0,0.6,22.3,0.5,3.5,85,999.2,1005.7,0,0.46,19.3,9,4.3,90,997,1005.1,0,0.01,20.2,5.5,1.6,85,1001,1006.3,0
2003-08-07 13:00,23.7,,1.5,71,,,0,0.64,23,0,2.8,85,,,0,0.75,19.2,5,3.2,92,,,0,0.08,20.3,4,0.3,84,,,0
2003-08-07 14:00,24.2,,2.3,68,,,0.1,1.44,23,0,1.8,78,,,0,0.56,19.7,1.5,1.7,94,,,0,0.15,20,2.5,0.4,85,,,0
2003-08-07 15:00,23.6,,2.6,74,993.7,1003.5,0,0.05,22.8,0,1.1,80,997,1003.5,0,0.34,20.2,0.5,2.3,94,997.2,1005.3,0,0.24,20.5,3,5.8,80,999.5,1004.7,0
2003-08-07 16:00,23.8,,1.1,73,,,0,0.15,23.8,0,2.5,73,,,0,0.8,20.7,0,3,93,,,0,0.48,21.2,0.5,2.9,82,,,0
2003-08-07 17:00,24.4,,1.8,69,,,0,0.36,23.9,,2.6,72,,,0,0.65,20.7,0,4.3,94,,,0,0.25,21.7,,0.2,76,,,0
2003-08-07 18:00,25.2,,2.5,65,992.7,1002.4,0.8,0.81,24.4,,2.6,71,996.2,1002.7,0.4,0.76,20.7,,2.6,88,993.7,1001.8,0,0.15,21.7,,0.3,77,996.4,1001.5,0
2003-08-07 19:00,23.6,,2.5,77,,,0,0.02,23.5,,1.1,77,,,0.1,0.3,20.7,,1.7,84,,,0,0.04,21.1,,0.1,81,,,0
2003-08-07 20:00,23.2,,0.8,80,,,0,0,22.8,,1.3,82,,,0,0.04,20.5,,1.8,89,,,0,0,20.6,,0.7,80,,,0
2003-08-07 21:00,22.8,,2.6,80,993.5,1003.3,,,22.2,,3.2,85,996.8,1003.4,,,20.5,,1.9,87,995.5,1003.5,,,20.7,,0.6,79,997.7,1002.8,
2003-08-07 22:00,22.6,,0.3,80,,,,,21.6,,1.7,86,,,,,20.6,,0.5,85,,,,,20.2,,0,83,,,
2003-08-07 23:00,22.4,,0.6,81,,,,,20.9,,1,89,,,,,20.7,,2.4,89,,,,,20.6,,0.2,84,,,
2003-08-08 0:00,22,,1,86,992.4,1002.3,,,20.9,,0.4,90,995.4,1001.9,,,20.8,,2.1,86,992.7,1000.8,,,20.7,,0,83,995.4,1000.5,
2003-08-08 1:00,21.6,,0.6,89,,,,,20.5,,1.1,90,,,,,20.7,,1.9,85,,,,,20.3,,0.1,83,,,
2003-08-08 2:00,21.6,,0.3,87,,,,,20.2,,1.3,91,,,,,20.5,,2.2,85,,,,,19.7,,0,84,,,
2003-08-08 3:00,21.1,,1.1,89,991.1,1000.9,,,20.4,,1.1,90,993.1,999.7,,,20.2,,2.5,82,990.5,998.6,,,19.6,,0.1,84,993,998.2,
2003-08-08 4:00,20.7,,2.7,91,,,,,20.5,,0.9,90,,,,,20.3,,3.5,81,,,,,19.2,,0.3,84,,,
2003-08-08 5:00,20.1,,1,91,,,,,20.5,,0.9,90,,,,,20.7,,4,80,,,,,18.8,,0.2,85,,,
2003-08-08 6:00,19.9,,1,93,990.2,1000,0,0,20.6,,0.5,88,992.3,998.9,0,0.22,20.7,,4,82,989.2,997.2,0,0,19.2,,0.6,84,992,997.2,0
2003-08-08 7:00,20.1,,0.1,93,,,0,0.03,20.8,,0.3,88,,,0,0.12,21.1,,4.4,79,,,0,0.07,20,,0,85,,,0
2003-08-08 8:00,21.8,,1.5,83,,,0.2,0.64,21.8,,0.4,84,,,0,0.5,21.7,,4.2,81,,,0,0.27,20.7,,0.5,80,,,0
2003-08-08 9:00,23.6,,0.9,68,990.4,1000.1,0.9,1.43,23.6,,0.9,76,992.1,998.6,0.2,1.11,22.5,,5.6,77,988.7,996.6,0.2,0.71,22.2,,0.2,74,991.7,996.8,0.3
2003-08-08 10:00,24.6,,1.5,64,,,0.4,1.61,25.8,,1.1,66,,,1,2.44,24.3,,4.4,70,,,0.7,1.58,23.6,,2.6,71,,,1
2003-08-08 11:00,25.7,,0.9,63,,,0.6,2,27,,1.3,62,,,1,2.62,25.5,,4.1,65,,,0.8,1.96,25.7,,2.4,63,,,1
2003-08-08 12:00,27.2,,1.2,58,988.6,998.2,1,3.32,28.4,,1.8,58,990,996.4,1,3.01,26.7,,4.3,62,987.2,995.1,0.8,2.22,27,,2.3,58,989.5,994.6,1
2003-08-08 13:00,28.3,,1.2,53,,,0.6,2.74,29,,1.6,55,,,0.5,2.17,27.8,,6.1,59,,,1,3.17,28.2,,2.9,54,,,1
2003-08-08 14:00,29.5,,1.3,50,,,0.9,2.8,30.1,,1.7,51,,,0.7,2.3,28.7,,5.9,56,,,1,2.63,28.6,,2.5,55,,,1
2003-08-08 15:00,30.1,,0.7,47,986.4,995.9,0.9,2.49,29.1,,4.2,55,988.6,994.9,0.5,1.86,29.5,,5.2,54,985.5,993.2,1,2.78,29.2,,2.2,53,988,992.9,1
2003-08-08 16:00,29.6,,2.8,52,,,0.9,2.18,30.3,,3.4,49,,,0.9,2.02,29.5,,5.4,53,,,1,2.38,30.2,,2,53,,,1
2003-08-08 17:00,29.2,,3.1,57,,,0.9,1.48,30.8,,3.5,41,,,1,1.63,28.6,,5.3,54,,,1,1.69,29.7,,2.3,47,,,1
2003-08-08 18:00,28.7,,2.2,58,985.9,995.4,0.9,0.86,29.5,,3.3,46,987.6,993.9,0.9,0.84,28,,4.2,55,985.2,993,0.8,0.89,29.2,,2.4,46,987.5,992.5,1
2003-08-08 19:00,28,,1.5,62,,,0,0.05,27.4,,3.1,60,,,0.8,0.35,25.8,,4,60,,,0,0.05,27.8,,1.9,44,,,0.8
2003-08-08 20:00,26.3,,2.4,76,,,0,0,26,,2.9,64,,,0,0.03,24.5,,3.8,59,,,0,0,24.6,,1.7,58,,,0
2003-08-08 21:00,25.5,,1.2,80,986,995.7,,,25.1,,3.2,66,988.5,994.9,,,24.5,,2.6,55,986.2,994.1,,,23.5,,1,66,988.7,993.7,
2003-08-08 22:00,25.3,,1.2,76,,,,,24.3,,2.5,70,,,,,23.2,,4.4,67,,,,,21.6,,0.4,73,,,
2003-08-08 23:00,24.8,,0.8,78,,,,,23.8,,2.6,71,,,,,23,,1.3,72,,,,,21.1,,0.5,74,,,
2003-08-09 0:00,24.3,,0.8,77,986.2,995.9,,,23,,2.3,74,988.8,995.3,,,22.8,,0.4,60,986.2,994.2,,,20.7,,0.5,73,989,994.2,
2003-08-09 1:00,24,,1.4,76,,,,,22.2,,1.6,81,,,,,22.7,,1.1,61,,,,,20.1,,0,77,,,
2003-08-09 2:00,23.7,,0,75,,,,,21.4,,1.7,84,,,,,23,,2.4,64,,,,,20.1,,0,80,,,
2003-08-09 3:00,23.2,,0.9,79,985.6,995.3,,,21.4,,1.2,84,988.6,995.1,,,22.6,,4.2,69,986.2,994.1,,,19.7,,0.1,81,989.2,994.4,
2003-08-09 4:00,22.9,,0,82,,,,,20.5,,1.9,86,,,,,22.5,,1,65,,,,,19.7,,0.1,82,,,
2003-08-09 5:00,22.6,,0.9,83,,,,,20.7,,0.5,85,,,,,22,,2.1,74,,,,,19.5,,0,82,,,
2003-08-09 6:00,22.4,,0,84,986.7,996.4,0,0,20.7,,0.7,84,989.7,996.2,0,0.17,21.7,,2.1,74,987.7,995.6,0,0,19.5,,0,84,990.5,995.6,0
2003-08-09 7:00,22.8,,0.2,81,,,0,0.03,21.5,,1.3,81,,,0.7,0.32,22.6,,0.8,64,,,0.3,0.04,21.7,,0.2,79,,,0.3
2003-08-09 8:00,24.2,,0.4,68,,,0.4,0.59,23.9,,0.5,74,,,1,0.97,24,,0.3,60,,,1,0.57,25,,0,67,,,1
2003-08-09 9:00,26.3,,0.1,54,987.8,997.4,1,1.64,25.7,,1.7,65,990.7,997.1,1,1.57,25.7,,0.9,57,989,996.9,1,1.7,26.5,,1.1,60,991.7,996.8,1
2003-08-09 10:00,27.4,,0.6,51,,,1,2.3,27.7,,1.3,61,,,1,2.13,27.7,,2.4,59,,,1,2.29,27.7,,0.7,60,,,1
2003-08-09 11:00,28.4,,1.4,52,,,1,2.63,28.8,,2.1,51,,,0.9,2.36,28.2,,2.4,55,,,1,2.74,28.7,,1.7,56,,,1
2003-08-09 12:00,29.5,,1.7,45,987.6,997.1,1,3.13,29.6,,1.9,49,991,997.3,0.9,2.81,28.5,,3.7,59,990,997.8,1,3.12,29.5,,2,50,992.2,997.2,1
2003-08-09 13:00,30.8,,1.8,42,,,1,3.39,31.2,,2,43,,,0.9,2.83,28.7,,4,64,,,1,3.13,28.3,,1.5,61,,,0.8
2003-08-09 14:00,30.9,,2.4,44,,,1,3.26,31.4,,2.9,41,,,0.9,2.55,28.5,,4.1,62,,,1,2.64,28.7,,2.5,63,,,0.4
2003-08-09 15:00,31.6,,2.7,49,987,996.5,1,3.05,31.6,,2.3,40,990.2,996.5,1,2.62,28.5,,3.6,62,990,997.8,1,2.72,29.7,,2.4,60,991.9,996.8,1
2003-08-09 16:00,29.9,,3.6,54,,,1,2.38,31.7,,2.5,40,,,0.9,1.99,28.3,,2.8,58,,,1,2.29,28.2,,3.7,63,,,1
2003-08-09 17:00,29.8,,2.6,51,,,1,1.72,32,,3.1,39,,,1,1.49,27.6,,1.2,66,,,1,1.59,27.2,,3.2,65,,,1
2003-08-09 18:00,29.4,,2.4,54,988.1,997.6,0.6,0.72,31.4,,2.2,42,991.5,997.8,1,0.9,26.7,,1.8,70,991.4,999.2,0.8,0.73,26.2,,3.9,70,993.4,998.4,1
2003-08-09 19:00,28.4,,2.3,58,,,0,0.04,30.1,,1.3,50,,,0.3,0.28,25.2,,1.8,72,,,0,0.09,25.5,,3.3,72,,,0
2003-08-09 20:00,27.2,,1.6,61,,,0,0,28.9,,1.8,56,,,0,0.02,24.5,,2.1,73,,,0,0,24.8,,1.2,71,,,0
2003-08-09 21:00,26.7,,2.1,64,990.3,999.9,,,27.2,,1.9,66,993.5,999.8,,,24.3,,0.3,77,993.2,1001.2,,,23.8,,0.1,75,995.2,1000.4,
2003-08-09 22:00,25.6,,1.5,72,,,,,26.5,,2.5,68,,,,,24.2,,0.5,77,,,,,23,,0,80,,,
2003-08-09 23:00,25.3,,1.6,71,,,,,25.3,,2.1,72,,,,,24,,0.7,80,,,,,23,,0,80,,,
2003-08-10 0:00,24.7,,2.2,75,990.9,1000.6,,,24.5,,1,78,995.1,1001.5,,,24,,0.6,81,994,1002,,,22.5,,0.3,81,996.7,1001.8,
2003-08-10 1:00,24.1,,1.2,81,,,,,24.1,,1.7,80,,,,,24.2,,2.8,84,,,,,22.5,,0.3,82,,,
2003-08-10 2:00,23.9,,2.1,81,,,,,23.6,,1,81,,,,,24.2,,3.4,86,,,,,22,,0.2,83,,,
2003-08-10 3:00,23.3,,1.8,83,991.7,1001.5,,,23.7,,0.9,81,995.6,1002.1,,,24,,2.1,86,994.2,1002.2,,,21.8,,0.2,84,996.7,1001.9,
2003-08-10 4:00,23.2,,1.6,83,,,,,23.4,,1,83,,,,,23.8,,1.7,88,,,,,21.6,,0,84,,,
2003-08-10 5:00,23.2,,0.7,82,,,,,23.4,,0.3,83,,,,,23.7,,1.8,89,,,,,21.5,,0,85,,,
2003-08-10 6:00,23.2,,0.4,82,992.2,1002,0,0,22.9,,1.7,85,996.1,1002.6,0,0.11,23.5,,1.6,88,994.7,1002.6,0,0,21.2,,0,86,997.5,1002.6,0
2003-08-10 7:00,23.3,,1.1,81,,,0,0,23.8,,0.9,83,,,0,0.21,24,,2,85,,,0,0.14,22.7,,0.1,82,,,0.2
2003-08-10 8:00,23.7,,1.7,77,,,0,0.01,24.9,,1.5,79,,,0.4,0.65,25.1,,2.5,81,,,0.7,0.72,25,,0,75,,,1
2003-08-10 9:00,23.9,,0.9,74,993.4,1003.2,0,0.17,26.9,,1.4,72,997,1003.4,0.9,1.38,26.6,,3.8,76,995.5,1003.4,0.9,1.53,26.7,,1.1,70,998.2,1003.3,1
2003-08-10 10:00,24,,1.8,73,,,0,0.28,27.9,,2.1,65,,,0.8,1.76,27.3,,4.4,72,,,0.9,1.96,28.1,,2,69,,,1
2003-08-10 11:00,24.7,,0.8,66,,,0,0.48,29.2,,2.7,52,,,1,2.26,28.3,,4.7,72,,,1,2.7,28.8,,1,64,,,1
2003-08-10 12:00,25.9,,0.9,63,993.2,1002.8,0.1,1.72,30.4,,2.1,47,996.3,1002.7,0.8,2.23,28.8,,4.4,72,995,1002.8,1,2.89,29.2,,1.8,63,997.2,1002.3,1
2003-08-10 13:00,26.1,,0.9,67,,,0.1,1.03,30.9,,2.3,42,,,1,2.73,28.3,,5.2,74,,,0.9,2.56,28.2,,3.7,62,,,1
2003-08-10 14:00,27.2,,0.9,64,,,0.1,1.39,30.8,,2.8,43,,,0.6,2.14,28,,4.7,74,,,0.3,1.82,28.1,,3.7,64,,,1
2003-08-10 15:00,26.2,,1.6,71,992.7,1002.3,0,0.57,30.3,,2.7,45,995.5,1001.9,0,1.27,27.7,,5.5,72,994.7,1002.6,0.4,1.91,28.1,,3.8,59,997.4,1002.4,1
2003-08-10 16:00,26,,2,74,,,0,0.38,29.9,,2.5,50,,,0,0.39,27.5,,4.4,72,,,0,1.41,27.8,,3.4,61,,,1
2003-08-10 17:00,25.5,,2.6,77,,,0,0.09,29.5,,1.5,54,,,0,0.38,27.2,,3.7,72,,,0,0.92,26.6,,3.5,66,,,0.7
2003-08-10 18:00,24.9,0,2.4,80,993.1,1002.8,0,0,28.8,,1,57,995.9,1002.3,0,0.2,26.5,,2.9,74,995.2,1003.1,0,0.24,26.2,,2.9,69,997.7,1002.7,0
2003-08-10 19:00,24.5,0,2.2,84,,,0,0,27.7,,1.9,67,,,0,0.07,25.6,,3.8,81,,,0,0.07,25.2,,3.4,74,,,0
2003-08-10 20:00,24,0.2,1.8,88,,,0,0,27.8,,1.2,66,,,0,0.01,25.1,,2.1,83,,,0,0,24.7,,0.6,71,,,0
2003-08-10 21:00,23.5,0.3,2.1,90,994.5,1004.3,,,27.1,,0.5,66,997.4,1003.8,,,24.7,,1.2,85,996.2,1004.2,,,24.2,,0.1,76,998.7,1003.8,
2003-08-10 22:00,23,2,3.1,91,,,,,25.5,0.1,2.3,78,,,,,25,,1,75,,,,,24,,0,76,,,
2003-08-10 23:00,22.8,0.5,1.5,91,,,,,24.1,0.9,1.5,84,,,,,25,,1,82,,,,,23.2,,0.1,77,,,
2003-08-11 0:00,22.2,1,2.2,91,995.3,1005.1,,,23.8,1,2.5,91,998.7,1005.2,,,24.7,,2.6,86,996.7,1004.6,,,24.8,,2.3,65,999.2,1004.3,
2003-08-11 1:00,21.8,1.5,2,92,,,,,23.3,1,1,91,,,,,24.7,,2.4,86,,,,,24.3,,1.6,69,,,
2003-08-11 2:00,21.9,0,2,91,,,,,23,0.5,1.5,90,,,,,24.6,,2.7,86,,,,,24.2,,0.9,70,,,
2003-08-11 3:00,21.4,0.5,2.5,92,994.8,1004.7,,,22.2,2.5,2.6,93,998.1,1004.6,,,24.5,,2.6,82,996,1004,,,23.3,,0.2,75,998.7,1003.8,
2003-08-11 4:00,21,0.5,2,91,,,,,22.1,1.5,0.7,92,,,,,24.3,,2,83,,,,,23.2,,0,78,,,
2003-08-11 5:00,21,0,1.1,91,,,,,21.5,4,1.9,94,,,,,24.2,0,2.3,82,,,,,22.7,,0,82,,,
2003-08-11 6:00,21,0,1.4,92,994.6,1004.5,0,0,21.3,1,1.8,94,998.3,1004.8,0,0.22,24,,0.7,83,996,1003.9,0,0,22.8,0,0,83,998.5,1003.6,0
2003-08-11 7:00,21.2,,0.2,91,,,0,0,21.4,0,1.6,89,,,0,0.06,23.7,0.5,1.3,89,,,0,0,22.5,1,0,85,,,0
2003-08-11 8:00,21.5,0,0.5,91,,,0,0,21.7,1,1.9,92,,,0,0.1,22.8,2.5,1.7,92,,,0,0,22.1,5,0.3,86,,,0
2003-08-11 9:00,21.9,0.5,0.3,89,995.4,1005.2,0,0.08,22,0,2.4,91,998.8,1005.4,0,0.31,22.3,6.5,1.6,94,996.5,1004.6,0,0,22,11,0.4,87,998.7,1003.9,0
2003-08-11 10:00,22.3,0.5,0.7,90,,,0,0.17,22.1,0.5,1.5,91,,,0,0.39,22,3,2.9,94,,,0,0.01,22.2,1.5,0.1,86,,,0
2003-08-11 11:00,22.7,0,0.4,85,,,0,0.25,22.8,0,0.6,88,,,0,0.56,21.8,4,3,95,,,0,0.02,21.7,7,3,83,,,0
2003-08-11 12:00,24.8,,0.5,71,995.6,1005.4,0.2,1.53,24,0,0.1,82,999,1005.4,0,0.8,21.8,3.5,2.8,94,997.2,1005.3,0,0.17,21.8,8.5,0.3,90,999.4,1004.5,0
2003-08-11 13:00,25.5,,0.9,68,,,0.3,1.83,24.1,0,0.3,81,,,0,0.66,22.3,3.5,2.3,93,,,0,0.51,22.5,0,1,82,,,0
2003-08-11 14:00,26,,1.1,65,,,0,1.49,24.5,0,1.7,78,,,0,0.61,22.8,0.5,2,90,,,0,0.69,23.8,0,0.7,77,,,0.3
2003-08-11 15:00,27,,1.7,57,995.5,1005.2,0.6,2.1,24.2,,2.5,78,998.4,1004.8,0,0.79,23.5,,0.9,85,996.5,1004.5,0,0.59,24.5,,0.8,75,999,1004.1,0.2
2003-08-11 16:00,27.7,,1.4,56,,,0.9,1.95,24.3,0,1.4,81,,,0,0.43,23.1,,1.2,86,,,0,0.34,24.3,,0.7,73,,,0
2003-08-11 17:00,28,,1.7,52,,,1,1.73,24.3,0,2.4,81,,,0,0.46,22.7,0,1.1,90,,,0,0.19,24.8,0,0.7,72,,,0.2
2003-08-11 18:00,27.9,,1.1,55,995.4,1005,0.9,0.8,24.3,0,1.7,79,998.8,1005.3,0,0.39,22.7,0,1.1,88,997,1005,0,0.22,24.1,,0.6,75,999.7,1004.9,0.2
2003-08-11 19:00,26.7,,1.2,63,,,0.1,0.05,24.2,,1.7,79,,,0,0.19,22.7,,1.1,88,,,0,0.01,22.7,,0.5,80,,,0
2003-08-11 20:00,24.9,,1.6,76,,,0,0,23.8,,1,82,,,0,0.03,22.6,,0.9,86,,,0,0,22.2,,0,84,,,0
2003-08-11 21:00,23.7,,1,82,997.8,1007.6,,,23.6,,1.4,84,1000.9,1007.4,,,22.3,,1,87,999.4,1007.4,,,22,,0,84,1002,1007.1,
2003-08-11 22:00,22.9,,1.5,84,,,,,23.2,,1.2,88,,,,,22.3,,0,86,,,,,22,,0,84,,,
2003-08-11 23:00,22.6,,0.5,86,,,,,22.9,,1.7,88,,,,,22.7,,1.9,92,,,,,22.1,,0,84,,,
2003-08-12 0:00,22.5,,0.6,87,998.8,1008.7,,,22.3,,1.6,90,1001.6,1008.1,,,22.6,,2.2,93,999.7,1007.8,,,21.5,,0.2,85,1002.5,1007.7,
2003-08-12 1:00,22.2,,0.5,88,,,,,22.5,,2.2,90,,,,,22.5,,0.9,89,,,,,21.2,,0.1,85,,,
2003-08-12 2:00,21.8,,0.6,89,,,,,22.2,,1.5,91,,,,,22.2,,1.6,88,,,,,21.1,,0,86,,,
2003-08-12 3:00,21.4,,0.8,91,998.6,1008.5,,,21.7,,1.4,92,1002,1008.5,,,22,,1.1,90,999.7,1007.8,,,21,,0.3,84,1002.5,1007.7,
2003-08-12 4:00,21.2,,1.4,92,,,,,21.3,,1.5,93,,,,,22,,3.5,87,,,,,21.1,,0.1,86,,,
2003-08-12 5:00,20.7,,1.2,91,,,,,21.2,,0.4,92,,,,,22,,3.8,85,,,,,21.6,,0.6,84,,,
2003-08-12 6:00,20.5,,1.1,91,999.4,1009.3,0,0,21.2,,1.6,93,1002.9,1009.5,0,0.2,21.8,,3.2,85,1000.9,1008.9,0,0,21.3,,0.8,83,1003.9,1009,0
2003-08-12 7:00,20.9,,0.8,88,,,0,0,21.6,,1.9,91,,,0,0.17,22,,3.5,85,,,0,0.11,22.7,,1,78,,,0
2003-08-12 8:00,21.9,,1.1,74,,,0.5,0.63,22.8,,1.2,84,,,0,0.47,23,,0,74,,,0.7,0.72,24.1,,1.6,69,,,0.7
2003-08-12 9:00,23.3,,0.5,68,1001.3,1011.1,1,1.46,24.6,,1.5,76,1003.9,1010.4,0.1,0.88,23.7,,2.1,78,1002,1010.1,0.5,1.06,24.7,,1.9,69,1005,1010.1,1
2003-08-12 10:00,25,,2,55,,,1,2.28,25.6,,1.6,68,,,0.5,1.62,25.7,,1.4,62,,,0.9,1.7,25.8,,1.5,64,,,1
2003-08-12 11:00,26.3,,2.6,51,,,1,2.89,27.7,,2.3,60,,,0.9,2.32,27.5,,3.2,66,,,0.9,2.44,26.7,,1.3,61,,,1
2003-08-12 12:00,27.5,,2.4,41,1000.9,1010.6,1,3.23,28.6,,3.7,50,1003.7,1010.1,1,3.04,27,,2.6,56,1001.5,1009.4,0.9,2.04,27.2,,1.4,59,1004.5,1009.5,1
2003-08-12 13:00,28.4,,2.1,38,,,0.7,3.52,28.6,,2.6,46,,,0.6,2.02,27.1,,4.6,63,,,0.9,2.16,28.8,,1.2,50,,,1
2003-08-12 14:00,29,,1.7,40,,,1,3.45,28.6,,3.8,45,,,0.2,1.6,26.5,,4.3,65,,,0.6,1.59,27.6,,1.1,59,,,1
2003-08-12 15:00,29.3,,2.7,41,1000.2,1009.8,0.7,3.06,28.7,,2.8,36,1003.3,1009.7,0.4,1.63,26.1,,1.3,65,1001.5,1009.4,0.2,0.66,25.7,,1.1,58,1004.2,1009.3,0.4
2003-08-12 16:00,29.7,,1.6,38,,,1,2.56,28.9,,2.8,36,,,0.6,1.65,26.7,,1.6,54,,,0.1,0.63,26.6,,1,54,,,0.2
2003-08-12 17:00,29.9,,2,37,,,1,1.84,29.2,,2.6,39,,,0.7,1.4,26.5,,1.4,54,,,0.2,0.67,26.2,,1,61,,,0.3
2003-08-12 18:00,29.2,,1.5,37,1000.4,1010,1,0.81,28.3,,1.8,42,1003.4,1009.9,0.5,0.77,26,,0.6,49,1002,1009.9,0,0.48,24.5,,1.2,61,1004.7,1009.8,0.9
2003-08-12 19:00,27.5,,1.9,59,,,0.1,0.02,26.9,,2.5,55,,,0,0.23,25.1,,1.8,67,,,0,0.08,22.7,,0.6,71,,,0
2003-08-12 20:00,25.2,,2,67,,,0,0,25.5,,1.9,56,,,0,0.01,24.2,,1.9,57,,,0,0,21.7,,0.4,71,,,0
2003-08-12 21:00,24.2,,2.4,71,1002.2,1012,,,24.9,,1.7,51,1005.7,1012.3,,,23.5,,2.9,66,1004,1012,,,21.2,,0,77,1006.2,1011.4,
2003-08-12 22:00,23.9,,2,72,,,,,24.2,,1.6,55,,,,,23.3,,3.4,71,,,,,20.7,,0,81,,,
2003-08-12 23:00,23.4,,0.8,77,,,,,23.6,,1.8,56,,,,,22.7,,3.4,78,,,,,20.3,,0.1,79,,,
2003-08-13 0:00,23.2,,0.3,75,1002.7,1012.5,,,22.8,,2.5,61,1006.3,1012.9,,,22.2,,2.2,76,1004.5,1012.5,,,19.2,,0,80,1006.9,1012.1,
2003-08-13 1:00,22.7,,0.1,76,,,,,21.6,,2.3,74,,,,,22.1,,2.7,76,,,,,20.2,,0,78,,,
2003-08-13 2:00,22.5,,0,77,,,,,20.3,,2.1,80,,,,,22,,2.2,77,,,,,20.2,,0,81,,,
2003-08-13 3:00,21.9,,0.1,81,1001.9,1011.8,,,19.9,,2.4,80,1006,1012.6,,,21.7,,2,75,1003.9,1011.9,,,20.1,,0,83,1006.4,1011.6,
2003-08-13 4:00,21.4,,0.2,83,,,,,18.9,,1.9,82,,,,,21.3,,3.2,74,,,,,20,,0,83,,,
2003-08-13 5:00,20.8,,0.6,85,,,,,18.8,,0.9,86,,,,,21.1,,1.8,71,,,,,19.7,,0,84,,,
2003-08-13 6:00,20.6,,0.7,83,1002.7,1012.7,0,0.38,18.5,,1.3,82,1006.4,1013,0,0.16,21.1,,1.2,70,1004.2,1012.3,0,0,19.5,,0,84,1006.7,1011.9,0
2003-08-13 7:00,21,,0.8,81,,,0,0.2,19.2,,1.4,82,,,0,0.23,21.2,,2.1,67,,,0,0.13,20.6,,0,82,,,0
2003-08-13 8:00,22,,0.7,72,,,0,0.62,19.8,,1.8,78,,,0,0.36,21.7,,2.1,61,,,0,0.45,22.3,,0,77,,,0.2
2003-08-13 9:00,22.9,,1.3,68,1002.7,1012.6,0,0.93,20.5,,1.6,73,1006.7,1013.3,0,0.66,23.1,,2.1,63,1004.4,1012.4,0,0.8,23.7,,1.1,61,1006.9,1012,0.6
2003-08-13 10:00,23.5,,0.5,65,,,0,0.86,21.4,,2.4,70,,,0,0.77,23.2,,2.7,68,,,0,0.74,24.2,,0.7,55,,,0.5
2003-08-13 11:00,24.4,,1.2,61,,,0,1.11,22.7,,2.5,66,,,0,1.03,23.3,,3.2,69,,,0,0.61,24.1,,0.6,58,,,0
2003-08-13 12:00,25.8,,1.3,59,1002.6,1012.4,0,1.71,23.9,,2.5,62,1006.1,1012.7,0,1.28,24.2,,2.6,67,1003.7,1011.8,0,0.99,24.2,,1.1,56,1006.5,1011.6,0.1
2003-08-13 13:00,27.5,,0.9,51,,,0.7,2.49,25,,2.9,54,,,0,1.54,24.6,,2.9,68,,,0,1.09,24.3,,1.2,57,,,0
2003-08-13 14:00,29,,1.3,40,,,0.6,2.65,25,,3.1,55,,,0,1.2,24.2,,2.9,69,,,0,0.67,24,,1.1,59,,,0
2003-08-13 15:00,29.7,,1,34,1001.2,1010.8,1,2.9,25.5,,2,58,1005.5,1012,0,1.17,23.7,,4.1,70,1003.2,1011.3,0,0.39,24,0,0.5,67,1006,1011.1,0
2003-08-13 16:00,30,,0.9,31,,,0.9,2.19,25.8,,2.4,56,,,0.7,1.66,23.7,,3.4,68,,,0,0.42,24.6,,0.9,61,,,0
2003-08-13 17:00,29.1,,0.5,35,,,0.6,1.48,25.5,,3.7,60,,,0.3,0.93,23.5,,3.3,70,,,0,0.35,24.3,0,1.3,62,,,0
2003-08-13 18:00,28.6,,1.9,31,1001,1010.7,0,0.58,24.9,,4,62,1005,1011.5,0,0.37,23.1,,3.1,71,1003.2,1011.3,0,0.12,23.7,,1.7,64,1005.5,1010.7,0
2003-08-13 19:00,27.9,,1.3,37,,,0,0.32,24.2,,3.3,65,,,0,0.15,22.7,,3.5,72,,,0,0.01,22.3,,0,73,,,0
2003-08-13 20:00,26.4,,1.4,52,,,0,0.11,23.4,,3.9,71,,,0,0.03,22.3,,3.1,72,,,0,0,21.7,,0,73,,,0
